CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
12193,TX,0,1,2,,0,,4,1,2,5,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,3,2,0,1,M
12194,TX,1,1,1,,0,,3,3,2,7,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
12195,TX,0,1,1,,1,2,2,1,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,3,1,1,,4,2,1,0,1,1
12196,TX,0,1,2,,0,,4,3,2,14,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,1,0,,,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,4,4,5,1,1,1,,5,1,1,1,1,1,1,1,1,1,,1,1,5,0,M,M
12197,TX,0,1,1,,0,,2,3,2,9,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
12198,TX,0,1,1,,0,,3,1,1,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,2,1,1,,2,3,3,0,M,M
12199,TX,0,1,2,,0,,2,0,1,4,0,0,0,0,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,2,4,0,M,M
12200,TX,0,1,2,,1,2,5,4,2,9,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,1,,1,0,1,1,0,1,1,0,,,,,,1,1,0,0,1,0,1,0,1,1,1,3,3,3,1,1,,1,1,2,1,1,2,1,1,,1,,,,,,,,,,,5,1,1,0,1,1
12201,TX,0,1,4,,0,,4,2,2,6,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,2,2,4,0,1,M
12202,TX,0,1,2,,0,,0,3,2,11,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,3,1,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
12203,TX,0,1,2,,0,,0,1,2,11,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,1,1,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
12204,TX,1,0,2,,0,,2,2,1,4,0,0,0,1,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,4,1,1,2,1,1,1,,3,,,,,,,,,,,2,2,4,0,1,M
12205,TX,0,1,2,,0,,4,1,2,6,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,5,1,3,4,1,1,,2,1,4,1,1,M
12206,TX,0,1,2,,0,,0,3,2,11,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,2,1,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
12207,TX,0,1,1,,0,,4,1,2,6,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,5,1,1,,3,1,4,0,1,M
12208,TX,0,1,2,,0,,3,1,2,4,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
12209,TX,0,1,2,,0,,4,4,2,10,0,0,1,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,,,,,,,1,5,5,5,1,1,1,,2,1,1,1,1,3,3,1,1,1,,2,2,4,0,1,1
12210,TX,0,1,2,,0,,3,1,2,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,3,3,0,1,M
12211,TX,0,1,1,,0,,5,6,2,12,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
12212,TX,1,1,2,,0,,5,3,1,2,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,1,0,1,1,1,0,,,,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,4,5,5,5,1,1,,1,,,,,,,,,,1,1,1,2,1,1,1,1,1,,5,1,1,0,1,1
12213,TX,0,1,2,,0,,1,0,0,3,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,D,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,5,1,1,0,1,M
12214,TX,0,1,1,,0,,2,2,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,3,1,0,1,1
12215,TX,0,1,2,,0,,4,0,2,7,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,0,,,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,1,1,1,1,,,,,,,,,1,1,3,2,3,1,1,,2,,,,,,,,,,,2,1,4,0,1,M
12216,TX,0,1,1,,0,,0,2,1,3,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,2,1,1,5,0,1,1
12217,TX,0,1,2,,0,,3,2,2,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,2,4,0,1,M
12218,TX,0,1,1,,0,,3,1,2,3,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,4,1,1,,5,1,1,0,1,M
12219,TX,0,1,2,,0,,3,0,1,5,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,5,1,1,0,1,M
12220,TX,1,1,2,,0,,3,1,2,4,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,2,4,1,4,1,1,1,,4,,,,,,,,,,,2,3,3,0,1,M
12221,TX,0,1,2,,1,2,4,7,2,7,0,0,1,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,2,1,1,5,0,1,1
12222,TX,0,1,2,,0,,3,4,2,12,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0,1,,0,0,0,1,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,1,1,1,0,D,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,2,5,3,0,1,M
12223,TX,0,1,2,,0,,1,2,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,1,0,,,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,1,5,5,1,1,1,,2,1,4,0,1,M
12224,TX,1,1,1,,1,2,3,2,2,2,0,1,1,1,1,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,M,1,1,1,0,,,,0,,,,,,0,0,0,0,1,1,D,0,1,1,4,3,4,1,1,1,,1,,,,,,,,,,,,,,,,,,,,5,1,1,0,M,1
12225,TX,1,1,1,,0,,6,5,1,4,0,1,0,1,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,2,1,1,3,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,2,0,1,1
12226,TX,1,1,6,1,1,1,6,7,2,15,0,1,1,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,,,,,,,,,1,4,1,3,1,1,1,1,4,1,1,1,1,2,2,1,1,2,1,5,1,1,0,M,1
12227,TX,1,1,6,1,1,1,2,5,2,6,0,1,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,3,1,3,1,1,3,1,1,2,,3,4,1,0,M,1
12228,TX,1,1,6,1,1,1,5,7,2,12,0,1,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,,,,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,5,1,5,5,1,1,3,2,2,4,3,0,M,1
12229,TX,1,1,6,1,1,1,6,7,2,12,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,0,1,1,1,0,0,1,1,0,1,1,0,D,D,D,D,1,1,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,1,4,3,1,1,1,,3,4,1,1,M,1
12230,TX,0,1,6,1,1,1,1,6,2,10,0,1,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,1,1,D,1,1,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,0,M,1
12231,TX,0,1,6,1,1,1,5,7,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,5,3,0,M,1
12232,TX,0,1,2,,0,,2,2,2,3,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,0,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,4,2,4,1,1,1,,4,,,,,,,,,,,5,1,1,0,1,M
12233,TX,1,1,1,,0,,5,3,2,9,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,D,1,4,4,4,3,1,1,,5,1,4,1,4,2,1,1,,5,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,1
12234,TX,0,1,2,,0,,0,3,2,11,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,3,1,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
12235,TX,0,1,2,,0,,3,6,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,,,,,,,,,1,5,1,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,3,2,2,0,1,M
12236,TX,0,1,2,,0,,3,3,2,13,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,M,1,0,1,0,0,,,0,0,,,1,0,0,1,0,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,1,1,2,1,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
12237,TX,0,1,2,,0,,2,3,2,10,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,,,,,,,,,1,3,1,3,1,1,1,,3,,,,,,,,,,,4,1,3,0,1,M
12238,TX,0,1,2,,0,,0,2,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,3,2,2,0,1,M
12239,TX,0,1,2,,0,,0,7,2,14,0,1,0,0,0,,0,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
12240,TX,0,1,2,,0,,1,1,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,,,,,,,,,1,2,2,3,1,1,1,,5,,,,,,,,,,,5,1,1,0,1,M
12241,TX,0,1,2,,0,,2,4,1,1,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,3,3,0,1,M
12242,TX,0,1,6,2,1,1,5,7,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,D,0,0,D,D,D,1,D,,,,,,,,,,,,,,,,,,1,1,3,2,2,3,1,1,1,,1,5,1,0,M,1
12243,TX,1,1,1,,0,,6,7,2,12,0,1,1,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,4,4,1,1,1,,4,,,,,,,,,,1,1,2,1,1,1,1,1,1,,4,2,2,0,1,1
12244,TX,0,1,4,,0,,5,1,2,5,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,1,1,1,,1,3,4,0,1,1
12245,TX,1,1,2,,0,,3,2,1,10,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,4,4,1,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,2,4,3,0,1,1
12246,TX,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
12247,TX,0,1,3,,1,2,4,6,2,11,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,1,0,1,0,1,0,,,,0,,,,,,1,0,1,0,1,D,1,1,1,1,1,5,5,5,1,1,,5,,,,,,,,,,,,,,,,,,,,5,1,1,0,1,1
12248,TX,0,1,6,2,0,,1,0,2,2,0,1,0,1,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,,1,,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,5,1,1,0,M,1
12249,TX,1,1,1,,0,,3,4,1,7,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,,,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,1,1,1,4,2,1,2,1,2,1,1,5,0,1,1
12250,TX,0,1,4,,0,,4,1,2,9,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,5,1,1,,5,1,1,0,1,M
12251,TX,0,1,4,,0,,6,2,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,4,4,2,4,1,1,1,,5,1,1,0,1,M
12252,TX,0,1,2,,0,,2,4,2,12,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,0,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,1,5,1,4,1,1,1,,5,1,1,1,1,2,1,1,1,1,,3,1,4,0,1,M
12253,TX,0,1,2,,0,,3,7,2,14,1,0,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,,,,,,,,,1,2,1,2,1,1,1,,2,1,1,1,1,2,2,1,1,1,,5,1,1,0,1,M
12254,TX,0,1,2,,0,,3,4,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,1,1,5,0,1,M
12255,TX,0,1,2,,0,,4,5,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,1,,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,1,4,5,0,1,M
12256,TX,1,1,6,2,0,,5,0,2,7,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,M,M
12257,TX,0,1,2,,0,,1,2,1,10,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,0,1,,0,0,0,1,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,0,1,0,0,,,,,,,,,1,5,1,5,1,1,1,,5,,,,,,,,,,,4,1,2,0,1,M
12258,TX,1,1,4,,0,,6,2,2,10,0,0,0,1,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,4,5,1,5,1,1,5,,5,,,,,,,,,,,1,4,4,0,1,1
12259,TX,1,1,2,,1,1,4,2,2,7,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,,,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,,1,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,2,4,0,1,1
12260,TX,0,1,3,,0,,6,3,2,11,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,,2,3,3,0,M,1
12261,TX,0,1,2,,0,,1,4,1,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,5,,,,,,,,,,,4,1,1,0,1,M
12262,TX,0,1,5,,0,,3,1,2,4,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,4,2,1,0,1,M
12263,TX,0,1,2,,0,,1,6,2,11,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,5,1,4,1,1,1,,4,1,1,1,2,1,1,1,1,1,,4,2,2,0,1,M
12264,TX,0,1,2,,0,,6,2,2,10,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,2,3,1,1,1,,5,1,1,0,1,1
12265,TX,0,1,2,,0,,4,1,2,5,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,2,2,4,1,1,M
12266,TX,1,1,2,,0,,3,7,2,1,0,1,0,1,1,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,M,M,M,,1,M,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,D,1,5,1,4,1,1,1,,4,1,5,1,5,1,1,1,,5,1,1,4,3,1,3,1,1,1,,4,1,1,1,1,M
